url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,654,379
/Unity-Technologies/Megacity-Sample/tree/master/Assets,96,59
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,56,37
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,51,29
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,41,17
/Unity-Technologies/Megacity-Sample/issues,26,16
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,21,15
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,21,13
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring/PlayerController,19,9
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Prefabs,14,7
